"psgc_10","barangay_id","barangay_std","municipality_std","province_std"
"1900708009","00708009","upper sinangkapan","Akbar","Basilan"
"1900709001","00709001","apil apil","Al-Barka","Basilan"
"1900709002","00709002","bato bato","Al-Barka","Basilan"
"1900709003","00709003","bohe piang","Al-Barka","Basilan"
"1900709004","00709004","bucalao","Al-Barka","Basilan"
"1900709005","00709005","cambug","Al-Barka","Basilan"
"1900709006","00709006","danapah","Al-Barka","Basilan"
"1900709007","00709007","guinanta","Al-Barka","Basilan"
"1900709008","00709008","kailih","Al-Barka","Basilan"
"1900709009","00709009","kinukutan","Al-Barka","Basilan"
"1900709010","00709010","kuhon","Al-Barka","Basilan"
"1900709011","00709011","kuhon lennuh","Al-Barka","Basilan"
"1900709012","00709012","linuan","Al-Barka","Basilan"
"1900709013","00709013","lookbisaya","Al-Barka","Basilan"
"1900709014","00709014","macalang","Al-Barka","Basilan"
"1900709015","00709015","magcawa","Al-Barka","Basilan"
"1900709016","00709016","sangkahan","Al-Barka","Basilan"
"1900710001","00710001","basakan","Hadji Mohammad Ajul","Basilan"
"1900710002","00710002","buton","Hadji Mohammad Ajul","Basilan"
"1900710003","00710003","candiis","Hadji Mohammad Ajul","Basilan"
"1900710004","00710004","langil","Hadji Mohammad Ajul","Basilan"
"1900710005","00710005","langong","Hadji Mohammad Ajul","Basilan"
"1900710006","00710006","languyan","Hadji Mohammad Ajul","Basilan"
"1900710007","00710007","pintasan","Hadji Mohammad Ajul","Basilan"
"1900710008","00710008","seronggon","Hadji Mohammad Ajul","Basilan"
"1900710009","00710009","sibago","Hadji Mohammad Ajul","Basilan"
"1900710010","00710010","sulutan matangal","Hadji Mohammad Ajul","Basilan"
"1900710011","00710011","tuburan proper","Hadji Mohammad Ajul","Basilan"
"1900711001","00711001","amaloy","Ungkaya Pukan","Basilan"
"1900711002","00711002","bohe pahuh","Ungkaya Pukan","Basilan"
"1900711003","00711003","bohe suyak","Ungkaya Pukan","Basilan"
"1900711004","00711004","cabangalan","Ungkaya Pukan","Basilan"
"1900711005","00711005","danit","Ungkaya Pukan","Basilan"
"1900711006","00711006","kamamburingan","Ungkaya Pukan","Basilan"
"1900711007","00711007","matata","Ungkaya Pukan","Basilan"
"1900711008","00711008","materling","Ungkaya Pukan","Basilan"
"1900711009","00711009","pipil","Ungkaya Pukan","Basilan"
"1900711010","00711010","sungkayut","Ungkaya Pukan","Basilan"
"1900711011","00711011","tongbato","Ungkaya Pukan","Basilan"
"1900711012","00711012","ulitan","Ungkaya Pukan","Basilan"
"1900712001","00712001","baluk baluk","Hadji Muhtamad","Basilan"
"1900712002","00712002","dasalan","Hadji Muhtamad","Basilan"
"1900712003","00712003","lubukan","Hadji Muhtamad","Basilan"
"1900712004","00712004","luukbongsod","Hadji Muhtamad","Basilan"
"1900712005","00712005","mananggal","Hadji Muhtamad","Basilan"
"1900712006","00712006","palahangan","Hadji Muhtamad","Basilan"
"1900712007","00712007","panducan","Hadji Muhtamad","Basilan"
"1900712008","00712008","sangbay big","Hadji Muhtamad","Basilan"
"1900712009","00712009","sangbay small","Hadji Muhtamad","Basilan"
"1900712010","00712010","tausan","Hadji Muhtamad","Basilan"
"1900713001","00713001","babag","Tabuan-Lasa","Basilan"
"1900713002","00713002","balanting","Tabuan-Lasa","Basilan"
"1900713003","00713003","boloh boloh","Tabuan-Lasa","Basilan"
"1900713004","00713004","bukut umus","Tabuan-Lasa","Basilan"
"1900713005","00713005","kaumpurnah","Tabuan-Lasa","Basilan"
"1900713006","00713006","lanawan","Tabuan-Lasa","Basilan"
"1900713007","00713007","pisak pisak","Tabuan-Lasa","Basilan"
"1900713008","00713008","saluping","Tabuan-Lasa","Basilan"
"1900713009","00713009","suligan","Tabuan-Lasa","Basilan"
"1900713010","00713010","sulloh","Tabuan-Lasa","Basilan"
"1900713011","00713011","tambulig buton","Tabuan-Lasa","Basilan"
"1900713012","00713012","tong umus","Tabuan-Lasa","Basilan"
"1903601001","03601001","ampao","Bacolod-Kalawi","Lanao del Sur"
"1903601002","03601002","bagoaingud","Bacolod-Kalawi","Lanao del Sur"
"1903601004","03601004","balut","Bacolod-Kalawi","Lanao del Sur"
"1903601005","03601005","barua","Bacolod-Kalawi","Lanao del Sur"
"1903601006","03601006","buadiawani","Bacolod-Kalawi","Lanao del Sur"
"1903601007","03601007","bubong","Bacolod-Kalawi","Lanao del Sur"
"1903601008","03601008","dilabayan","Bacolod-Kalawi","Lanao del Sur"
"1903601009","03601009","dipatuan","Bacolod-Kalawi","Lanao del Sur"
"1903601010","03601010","daramoyod","Bacolod-Kalawi","Lanao del Sur"
"1903601011","03601011","gandamato","Bacolod-Kalawi","Lanao del Sur"
"1903601012","03601012","gurain","Bacolod-Kalawi","Lanao del Sur"
"1903601013","03601013","ilian","Bacolod-Kalawi","Lanao del Sur"
"1903601014","03601014","lama","Bacolod-Kalawi","Lanao del Sur"
"1903601015","03601015","liawao","Bacolod-Kalawi","Lanao del Sur"
"1903601016","03601016","lumbaca ingud","Bacolod-Kalawi","Lanao del Sur"
"1903601018","03601018","madanding","Bacolod-Kalawi","Lanao del Sur"
"1903601019","03601019","orong","Bacolod-Kalawi","Lanao del Sur"
"1903601020","03601020","pindolonan","Bacolod-Kalawi","Lanao del Sur"
"1903601021","03601021","poblacion i","Bacolod-Kalawi","Lanao del Sur"
"1903601022","03601022","poblacion ii","Bacolod-Kalawi","Lanao del Sur"
"1903601023","03601023","raya","Bacolod-Kalawi","Lanao del Sur"
"1903601024","03601024","rorowan","Bacolod-Kalawi","Lanao del Sur"
"1903601025","03601025","sugod","Bacolod-Kalawi","Lanao del Sur"
"1903601026","03601026","tambo","Bacolod-Kalawi","Lanao del Sur"
"1903601027","03601027","tuka i","Bacolod-Kalawi","Lanao del Sur"
"1903601028","03601028","tuka ii","Bacolod-Kalawi","Lanao del Sur"
"1903602002","03602002","banago","Balabagan","Lanao del Sur"
"1903602003","03602003","barorao","Balabagan","Lanao del Sur"
"1903602004","03602004","batuan","Balabagan","Lanao del Sur"
"1903602006","03602006","budas","Balabagan","Lanao del Sur"
"1903602007","03602007","calilangan","Balabagan","Lanao del Sur"
"1903602008","03602008","igabay","Balabagan","Lanao del Sur"
"1903602010","03602010","lalabuan","Balabagan","Lanao del Sur"
"1903602011","03602011","magulalung occidental","Balabagan","Lanao del Sur"
"1903602012","03602012","magulalung oriental","Balabagan","Lanao del Sur"
"1903602013","03602013","molimoc","Balabagan","Lanao del Sur"
"1903602014","03602014","narra","Balabagan","Lanao del Sur"
"1903602015","03602015","plasan","Balabagan","Lanao del Sur"
"1903602016","03602016","purakan","Balabagan","Lanao del Sur"
"1903602019","03602019","buisan","Balabagan","Lanao del Sur"
"1903602022","03602022","buenavista","Balabagan","Lanao del Sur"
"1903602027","03602027","lorenzo","Balabagan","Lanao del Sur"
"1903602029","03602029","lower itil","Balabagan","Lanao del Sur"
"1903602032","03602032","macao","Balabagan","Lanao del Sur"
"1903602039","03602039","poblacion","Balabagan","Lanao del Sur"
"1903602043","03602043","upper itil","Balabagan","Lanao del Sur"
"1903602050","03602050","bagoaingud","Balabagan","Lanao del Sur"
"1903602051","03602051","ilian","Balabagan","Lanao del Sur"
"1903602052","03602052","lumbac","Balabagan","Lanao del Sur"
"1903602053","03602053","matampay","Balabagan","Lanao del Sur"
"1903602054","03602054","matanog","Balabagan","Lanao del Sur"
"1903602055","03602055","pindolonan","Balabagan","Lanao del Sur"
"1903602056","03602056","tataya","Balabagan","Lanao del Sur"
"1903603001","03603001","abaga","Balindong","Lanao del Sur"
"1903603005","03603005","poblacion","Balindong","Lanao del Sur"
"1903603006","03603006","pantaragoo","Balindong","Lanao del Sur"
"1903603007","03603007","bantoga wato","Balindong","Lanao del Sur"
"1903603008","03603008","barit","Balindong","Lanao del Sur"
"1903603009","03603009","bubong","Balindong","Lanao del Sur"
"1903603011","03603011","bubong cadapaan","Balindong","Lanao del Sur"
"1903603013","03603013","borakis","Balindong","Lanao del Sur"
"1903603014","03603014","bualan","Balindong","Lanao del Sur"
"1903603015","03603015","cadapaan","Balindong","Lanao del Sur"
"1903603016","03603016","cadayonan","Balindong","Lanao del Sur"
"1903603018","03603018","kaluntay","Balindong","Lanao del Sur"
"1903603021","03603021","dadayag","Balindong","Lanao del Sur"
"1903603022","03603022","dado","Balindong","Lanao del Sur"
"1903603024","03603024","dibarusan","Balindong","Lanao del Sur"
"1903603025","03603025","dilausan","Balindong","Lanao del Sur"
"1903603026","03603026","dimarao","Balindong","Lanao del Sur"
"1903603027","03603027","ingud","Balindong","Lanao del Sur"
"1903603029","03603029","lalabuan","Balindong","Lanao del Sur"
"1903603031","03603031","lilod","Balindong","Lanao del Sur"
"1903603032","03603032","lumbayao","Balindong","Lanao del Sur"
"1903603033","03603033","limbo","Balindong","Lanao del Sur"
"1903603035","03603035","lumbac lalan","Balindong","Lanao del Sur"
"1903603036","03603036","lumbac wato","Balindong","Lanao del Sur"
"1903603037","03603037","magarang","Balindong","Lanao del Sur"
"1903603041","03603041","nusa lumba ranao","Balindong","Lanao del Sur"
"1903603042","03603042","padila","Balindong","Lanao del Sur"
"1903603043","03603043","pagayawan","Balindong","Lanao del Sur"
"1903603044","03603044","paigoay","Balindong","Lanao del Sur"
"1903603046","03603046","raya","Balindong","Lanao del Sur"
"1903603047","03603047","salipongan","Balindong","Lanao del Sur"
"1903603050","03603050","talub","Balindong","Lanao del Sur"
"1903603051","03603051","tomarompong","Balindong","Lanao del Sur"
"1903603052","03603052","tantua raya","Balindong","Lanao del Sur"
"1903603053","03603053","tuka bubong","Balindong","Lanao del Sur"
"1903603054","03603054","bolinsong","Balindong","Lanao del Sur"
"1903603055","03603055","lati","Balindong","Lanao del Sur"
"1903603056","03603056","malaig","Balindong","Lanao del Sur"
"1903604003","03604003","bagoaingud","Bayang","Lanao del Sur"
"1903604004","03604004","bairan","Bayang","Lanao del Sur"
"1903604005","03604005","bandingun","Bayang","Lanao del Sur"
"1903604006","03604006","biabi","Bayang","Lanao del Sur"
"1903604007","03604007","bialaan","Bayang","Lanao del Sur"
"1903604009","03604009","cadayonan","Bayang","Lanao del Sur"
"1903604010","03604010","lumbac cadayonan","Bayang","Lanao del Sur"
"1903604011","03604011","lalapung central","Bayang","Lanao del Sur"
"1903604012","03604012","condaraan pob.","Bayang","Lanao del Sur"
"1903604013","03604013","cormatan","Bayang","Lanao del Sur"
"1903604014","03604014","ilian","Bayang","Lanao del Sur"
"1903604015","03604015","lalapung proper","Bayang","Lanao del Sur"
"1903604017","03604017","bubong lilod","Bayang","Lanao del Sur"
"1903604018","03604018","linao","Bayang","Lanao del Sur"
"1903604019","03604019","linuk","Bayang","Lanao del Sur"
"1903604020","03604020","liong","Bayang","Lanao del Sur"
"1903604021","03604021","lumbac","Bayang","Lanao del Sur"
"1903604022","03604022","mimbalawag","Bayang","Lanao del Sur"
"1903604024","03604024","maliwanag","Bayang","Lanao del Sur"
"1903604025","03604025","mapantao","Bayang","Lanao del Sur"
"1903604027","03604027","cadingilan occidental","Bayang","Lanao del Sur"
"1903604028","03604028","cadingilan oriental","Bayang","Lanao del Sur"
"1903604030","03604030","palao","Bayang","Lanao del Sur"
"1903604031","03604031","pama an","Bayang","Lanao del Sur"
"1903604032","03604032","pamacotan","Bayang","Lanao del Sur"
"1903604033","03604033","pantar","Bayang","Lanao del Sur"
"1903604034","03604034","parao","Bayang","Lanao del Sur"
"1903604035","03604035","patong","Bayang","Lanao del Sur"
"1903604036","03604036","porotan","Bayang","Lanao del Sur"
"1903604037","03604037","rantian","Bayang","Lanao del Sur"
"1903604038","03604038","raya cadayonan","Bayang","Lanao del Sur"
"1903604039","03604039","rinabor","Bayang","Lanao del Sur"
"1903604040","03604040","sapa","Bayang","Lanao del Sur"
"1903604041","03604041","samporna","Bayang","Lanao del Sur"
"1903604042","03604042","silid","Bayang","Lanao del Sur"
"1903604043","03604043","sugod","Bayang","Lanao del Sur"
"1903604044","03604044","sultan pandapatan","Bayang","Lanao del Sur"
"1903604045","03604045","sumbag","Bayang","Lanao del Sur"
"1903604046","03604046","tagoranao","Bayang","Lanao del Sur"
"1903604047","03604047","tangcal","Bayang","Lanao del Sur"
"1903604048","03604048","tangcal proper","Bayang","Lanao del Sur"
"1903604049","03604049","tuca","Bayang","Lanao del Sur"
"1903604050","03604050","tomarompong","Bayang","Lanao del Sur"
"1903604051","03604051","tomongcal ligi","Bayang","Lanao del Sur"
"1903604052","03604052","torogan","Bayang","Lanao del Sur"
"1903604053","03604053","lalapung upper","Bayang","Lanao del Sur"
"1903604054","03604054","gandamato","Bayang","Lanao del Sur"
"1903604055","03604055","bubong raya","Bayang","Lanao del Sur"
"1903604056","03604056","poblacion","Bayang","Lanao del Sur"
"1903605001","03605001","badak","Binidayan","Lanao del Sur"
"1903605002","03605002","baguiangun","Binidayan","Lanao del Sur"
"1903605003","03605003","balut maito","Binidayan","Lanao del Sur"
"1903605004","03605004","basak","Binidayan","Lanao del Sur"
"1903605005","03605005","bubong","Binidayan","Lanao del Sur"
"1903605006","03605006","bubonga ranao","Binidayan","Lanao del Sur"
"1903605009","03605009","dansalan dacsula","Binidayan","Lanao del Sur"
"1903605010","03605010","ingud","Binidayan","Lanao del Sur"
"1903605011","03605011","kialilidan","Binidayan","Lanao del Sur"
"1903605012","03605012","lumbac","Binidayan","Lanao del Sur"
"1903605014","03605014","macaguiling","Binidayan","Lanao del Sur"
"1903605015","03605015","madaya","Binidayan","Lanao del Sur"
"1903605016","03605016","magonaya","Binidayan","Lanao del Sur"
"1903605017","03605017","maindig","Binidayan","Lanao del Sur"
"1903605018","03605018","masolun","Binidayan","Lanao del Sur"
"1903605019","03605019","olama","Binidayan","Lanao del Sur"
"1903605020","03605020","pagalamatan","Binidayan","Lanao del Sur"
"1903605021","03605021","pantar","Binidayan","Lanao del Sur"
"1903605022","03605022","picalilangan","Binidayan","Lanao del Sur"
"1903605023","03605023","picotaan","Binidayan","Lanao del Sur"
"1903605024","03605024","pindolonan","Binidayan","Lanao del Sur"
"1903605025","03605025","poblacion","Binidayan","Lanao del Sur"
"1903605028","03605028","soldaroro","Binidayan","Lanao del Sur"
"1903605030","03605030","tambac","Binidayan","Lanao del Sur"
"1903605033","03605033","timbangan","Binidayan","Lanao del Sur"
"1903605034","03605034","tuca","Binidayan","Lanao del Sur"
"1903606002","03606002","bagoaingud","Bubong","Lanao del Sur"
"1903606003","03606003","bansayan","Bubong","Lanao del Sur"
"1903606004","03606004","basingan","Bubong","Lanao del Sur"
"1903606005","03606005","batangan","Bubong","Lanao del Sur"
"1903606006","03606006","bualan","Bubong","Lanao del Sur"
"1903606007","03606007","poblacion","Bubong","Lanao del Sur"
"1903606008","03606008","bubonga didagun","Bubong","Lanao del Sur"
"1903606011","03606011","carigongan","Bubong","Lanao del Sur"
"1903606012","03606012","bacolod","Bubong","Lanao del Sur"
"1903606014","03606014","dilabayan","Bubong","Lanao del Sur"
"1903606015","03606015","dimapatoy","Bubong","Lanao del Sur"
"1903606017","03606017","dimayon proper","Bubong","Lanao del Sur"
"1903606019","03606019","diolangan","Bubong","Lanao del Sur"
"1903606022","03606022","guiguikun","Bubong","Lanao del Sur"
"1903606023","03606023","dibarosan","Bubong","Lanao del Sur"
"1903606027","03606027","madanding","Bubong","Lanao del Sur"
"1903606028","03606028","malungun","Bubong","Lanao del Sur"
"1903606030","03606030","masorot","Bubong","Lanao del Sur"
"1903606031","03606031","matampay dimarao","Bubong","Lanao del Sur"
"1903606032","03606032","miabalawag","Bubong","Lanao del Sur"
"1903606033","03606033","montiaan","Bubong","Lanao del Sur"
